dag,tijd,jaar,gem_intensiteit
Monday,00:45,2024,169.37945670628184
Monday,01:00,2019,121.20595533498759
Monday,01:00,2020,93.024
Monday,01:00,2021,90.97766749379653
Monday,01:00,2022,119.7287798408488
Monday,01:00,2023,134.5268817204301
Monday,01:00,2024,153.69230769230768
Monday,01:15,2019,106.14640198511167
Monday,01:15,2020,79.74690909090909
Monday,01:15,2021,79.43858560794045
Monday,01:15,2022,104.92241379310344
Monday,01:15,2023,117.00189753320683
Monday,01:15,2024,139.0678246484698
Monday,01:30,2019,88.08126550868487
Monday,01:30,2020,66.5250909090909
Monday,01:30,2021,68.53660049627791
Monday,01:30,2022,88.77188328912467
Monday,01:30,2023,98.93105629348514
Monday,01:30,2024,120.93300248138958
Monday,01:45,2019,78.03660049627791
Monday,01:45,2020,59.089454545454544
Monday,01:45,2021,59.86042183622829
Monday,01:45,2022,76.84880636604774
Monday,01:45,2023,86.9146110056926
Monday,01:45,2024,105.50537634408602
Monday,02:00,2019,69.64143920595534
Monday,02:00,2020,53.0929648241206
Monday,02:00,2021,53.68300248138958
Monday,02:00,2022,68.36538461538461
Monday,02:00,2023,77.15264797507788
Monday,02:00,2024,94.91894127377998
Monday,02:15,2019,62.485732009925556
Monday,02:15,2020,48.15577889447236
Monday,02:15,2021,49.096774193548384
Monday,02:15,2022,62.09018567639257
Monday,02:15,2023,70.94579439252337
Monday,02:15,2024,88.2191894127378
Monday,02:30,2019,57.50806451612903
Monday,02:30,2020,45.585427135678394
Monday,02:30,2021,45.65260545905707
Monday,02:30,2022,59.277188328912466
Monday,02:30,2023,66.83052959501558
Monday,02:30,2024,82.97187758478081
Monday,02:45,2019,54.81575682382134
Monday,02:45,2020,41.56532663316583
Monday,02:45,2021,43.43920595533499
Monday,02:45,2022,56.13859416445624
Monday,02:45,2023,61.79190031152648
Monday,02:45,2024,74.6377171215881
Monday,03:00,2019,59.35669975186104
Monday,03:00,2020,41.6608040201005
Monday,03:00,2021,43.9727047146402
Monday,03:00,2022,56.88793103448276
Monday,03:00,2023,61.450467289719626
Monday,03:00,2024,73.60628618693134
Monday,03:15,2019,64.08684863523573
Monday,03:15,2020,42.13316582914573
Monday,03:15,2021,44.06575682382134
Monday,03:15,2022,57.525862068965516
Monday,03:15,2023,62.57196261682243
Monday,03:15,2024,71.95450785773366
Monday,03:30,2019,67.64764267990074
Monday,03:30,2020,43.26570351758794
Monday,03:30,2021,48.08746898263027
Monday,03:30,2022,59.57824933687002
Monday,03:30,2023,65.5601246105919
Monday,03:30,2024,72.20595533498759
Monday,03:45,2019,68.89267990074441
Monday,03:45,2020,45.91708542713568
Monday,03:45,2021,48.15880893300248
Monday,03:45,2022,60.90716180371353
Monday,03:45,2023,67.88161993769471
Monday,03:45,2024,73.86683209263855
Monday,04:00,2019,77.15880893300248
Monday,04:00,2020,49.82914572864322
Monday,04:00,2021,52.04218362282879
Monday,04:00,2022,65.41976127320955
Monday,04:00,2023,73.56510903426792
Monday,04:00,2024,79.44003308519437
Monday,04:15,2019,87.43672456575682
